1, Arab Open University, Oman
4509, Indira Gandhi Institute of Medical Sciences, India
4510, Indira Gandhi National Open University, India
4511, Indian Institute of Information Technology, India
4512, Indian Institute of Information Technology and Management - Kerala, India
4513, Indian Institute of Information Technology and Management - Gwalior, India
4514, Indraprastha Institute of Information Technology, Delhi, India
4515, International Institute of Information Technology, Pune, India
4516, International Institute of Information Technology, Bhubaneswar, India
4517, International Institute of Information Technology, Bangalore, India
4518, Indian Institute of Management, Tiruchirappalli, India
4519, Indian Institute of Information Technology, Guwahati, India
4520, Indian Institute of Information Technology, Vadodara, India
4521, Indian Institute of Information Technology, Kota, India
4522, International Institute for Population Sciences, India
4523, Indian Institute of Science, India
4524, Indian Institute of Technology, Bombay, India
4525, Indian Institute of Technology, Delhi, India
4526, Indian Institute of Technology, Gandhinagar, India
4527, Indian Institute of Technology, Guwahati, India
4528, Indian Institute of Technology, Hyderabad, India
4529, Indian Institute of Technology, Kanpur, India
4530, Indian Institute of Technology, Kharagpur, India
4531, Indian Institute of Technology, Madras, India
4532, Madras Institute of Technology, India
4533, Indian Institute of Technology, Roorkee, India
4534, Indian Institute of Technology, Patna, India
4535, Indian Institute of Technology, Indore, India
4536, Indian Institute of Technology, Jodhpur, India
4537, University of Music and Fine Arts, India
4538, Indian Law Institue, India
4539, Indus University, India
4540, Integral University, India
4541, Guru Gobind Singh Indraprastha University, India
4542, Indian School of Business Management and Administration, India
4543, Indian Statistical Institute, India
4544, Indian School of Mines (ISM), India
4545, Institute of Technology and Management, India
4546, Indian University, India
4547, Indian Veterinary Research Institute, India
4548, Jadavpur University, India
4549, First Global University to teaching Jainism, India
4550, Jamia Hamdard University, India
4551, University of Jammu, India
4552, Jaypee Institute of Information Technology, India
4553, Jiwaji University, India
4554, Jamia Millia Islamia University, India
4555, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
4556, Jawaharlal Nehru Agricultural University, India
4557, Jawaharlal Nehru Technological University, India
4558, Jawaharlal Nehru University, India
4559, Jaipur National University, India
4560, Jodhpur National University, India
4561, Jai Prakash University, India
4562, Rajasthan Vidyapeeth University, India
4563, Jain Vishva Bharati Institute, India
4564, Kalinga University, India
4565, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
4566, Kannada University, India
4567, Kannur University, India
4568, Chhatrapati Shahu Ji Maharaj University, India
4569, Kanpur University, India
4570, Karnataka State Open University, India
4571, Karpagam University, India
4572, Karunya Institute Of Technology ( Deemed University), India
4573, University of Kashmir, India
4574, Kerala Agricultural University, India
4575, University of Kerala, India
4576, Kohinoor School of Hospitality Management, India
4577, University of Kalyani, India
4578, Krishna University, India
4579, Kameshwar Singh Darbhanga Sanskrit University, India
4580, Karnataka State Law University, India
4581, Karnatak University, India
4582, Kerala University of Fisheries and Ocean Sciences, India
4583, Kurukshetra University, India
4584, Kumaraguru College of Technology, India
4585, Kumaun University, India
4586, Kuvempu University, India
4587, Kakatiya University, India
4588, L.D.College of Engineering, India
4589, Lakshmibai National Institute of Physical Education, India
4590, Lalit Narayan Mithila University, India
4591, University of Lucknow, India
4592, Mar Athanasios College for Advanced Studies, India
4593, Magadh University, India
4594, Mangalore University, India
4595, Manipal University, India
4596, Manipur University, India
4597, Moulana Azad national Urdu University, India
4598, Makanlal Chutur Vedi University, India
4599, Makhanlal Chaturvedi National University of Journalism and Communication, India
4600, Maharshi Dayanand Sarswati University Ajmer, India
4601, Maharishi Dayanand University, Rohtak (Haryana ), India
4602, Mahatma Gandhi Kashi Vidyapith, India
4603, Maharaja Ganga Singh University, Bikaner, India
4604, Mahatma Gandhi University, Kerala, India
4605, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
4606, Madurai Kamaraj University, India
4607, Marathwada Agricultural University, India
4608, Mohan Lal Sukhadia University, India
4609, Motilal Nehru National Institute Of Technology, India
4610, Madhya Pradesh Bhoj (Open) University, India
4611, Mahatma Phule Agricultural University, India
4612, Maharaja Sayajirao University of Baroda, India
4613, University of Mumbai, India
4614, Acharya Nagarjuna University, India
4615, Nagaland University, India
4616, Nagpur University, India
4617, Nalanda Open University, India
4618, National Museum Institute of History of Art, Conservation and Museology, India
4619, University of North Bengal, India
4620, National Dairy Research Institute, India
4621, Narendra Deva University of Agriculture and Technology, India
4622, North Eastern Hill University, India
4623, Hemchandracharay North Gujarat University, India
4624, National Institute of Mental Health and Neuro Sciences, India
4625, University of Petroleum and Energy Studies, India
4626, DAV Institute of Engineering & Technology, India
4627, Lovely Professional University, India
4628, Somaiya Vidyavihar, India
4629, NorthCap University, India
4630, Dharamsinh Desai University, India
4631, University of Health Sciences Andhra Pradesh, India
4632, Allahabad Agricultural Institute, Deemed University, India
4633, Assam Agricultural University, India
4634, Ahmedabad University, India
4635, All India Institute of Medical Sciences, India
4636, AISECT University, India
4637, Alagappa University, India
4638, Allahabad University, India
4639, Open International University for Alternative Medicines, India
4640, Indian Board of Alternative Medicine, India
4641, Amity University, India
4642, Amrita Vishwa Vidyapeetham (Deemed University), India
4643, Amravati University, India
4644, Aligarh Muslim University, India
4645, Andhra University, India
4646, Acharya Ranga Agricultural University, India
4647, Annamalai University, India
4648, Anna University of Technology, Tirunelveli, India
4649, Anna University, India
4650, Awadhesh Pratap Singh University, India
4651, ARYA Institute of Engineering & Technology, India
4652, Assam University, India
4653, Gujarat Ayurved University, India
4654, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
4655, Berhampur University, India
4656, Banasthali University, India
4657, Bankura University, India
4658, Birsa Agricultural University, India
4659, Babasaheb Bhimrao Ambedkar University, India
4660, Bidhan Chandra Agricultural University, India
4661, Bharathidasan University, India
4662, Bengal Engineering College, India
4663, Bangalore University, India
4664, Bhagwant University, India
4665, Bharathiar University, India
4666, Bharath Institue Of Higher Education & Research, India
4667, Bharati Vidyapeeth University, India
4668, Bhavnagar University, India
4669, Banaras Hindu University, India
4670, Orissa University of Agriculture and Technology, India
4671, Birla Institute of Technology, Ranchi, India
4672, Birla Institute of Technology and Science, India
4673, Bhupendra Narayan Mandal University, India
4674, Biju Pattnaik University of Technology, India
4675, B. R. Ambedkar Bihar University, India
4676, Dr. B.R. Ambedkar Open University, India
4677, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
4678, Dr. Bhim Rao Abdekar University, India
4679, B. S. Abdur Rahman University, India
4680, Barkatullah University, India
4681, VIT Bhopal, India
4682, Bundelkhand University, India
4683, University of Burdwan, India
4684, University of Calcutta, India
4685, Central Agricultural University, India
4686, Chaudhary Charan Singh University, India
4687, Ch. Charan Singh University, India
4688, Center for Entrepreneurship and Small Business Management, India
4689, Christ University, India
4690, Central Institute of English and Foreign Languages, India
4691, Central Institute of Fisheries Education, India
4692, Central Institute of Higher Tibetan Studies, India
4693, CMJ University, India
4694, Chandra Shekhar Azad University of Agriculture and Technology, India
4695, Cochin University of Science and Technology, India
4696, Dr. C.V. Raman University, India
4697, Dhirubhai Ambani Institute of Information and Communication Technology, India
4698, Darul Huda Islamic University, India
4699, Dav University, India
4700, Devi Ahilya University of Indore, India
4701, Dr. Babasaheb Ambedkar Technological University, India
4702, Konkan Agricultural University, India
4703, Tamil Nadu Agricultural University, India
4704, Delhi College of Engineering (DCE), India
4705, Deen Dayal Upadhyay Gorakhpur University, India
4706, Deccan College Postgraduate and Research Institute, India
4707, Dayalbagh Educational Institute, India
4708, Dibrugarh University, India
